State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Karnataka,Mysore,Hunsur,Water Melon,Water Melon,Medium,29/07/2013,300,300,300,73
Karnataka,Mysore,Hunsur,Water Melon,Water Melon,Medium,30/07/2013,300,480,480,73
Karnataka,Mysore,Hunsur,Water Melon,Water Melon,Medium,06/11/2013,500,532,532,73
Karnataka,Mysore,Hunsur,Water Melon,Water Melon,Medium,07/11/2013,500,532,532,73
Karnataka,Mysore,Hunsur,Water Melon,Water Melon,Medium,09/11/2013,500,500,500,73
Karnataka,Mysore,K.R.Nagar,Water Melon,Water Melon,Medium,01/07/2013,125,125,125,73
Karnataka,Mysore,K.R.Nagar,Water Melon,Water Melon,Medium,24/07/2013,285,285,285,73
Karnataka,Mysore,K.R.Nagar,Water Melon,Water Melon,Medium,27/07/2013,153,153,153,73
Karnataka,Mysore,K.R.Nagar,Water Melon,Water Melon,Medium,01/08/2013,260,260,260,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,02/05/2013,600,800,700,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,06/05/2013,900,1000,950,73
Karnataka,Mysore,Nanjangud,Water Melon,Water Melon,FAQ,04/07/2013,571,571,571,73
Karnataka,Mysore,Nanjangud,Water Melon,Water Melon,FAQ,11/07/2013,300,400,400,73
Karnataka,Mysore,Nanjangud,Water Melon,Water Melon,FAQ,29/07/2013,400,400,400,73
Karnataka,Mysore,Piriya Pattana,Water Melon,Water Melon,Medium,15/03/2013,200,200,200,73
Karnataka,Mysore,Hunsur,Water Melon,Water Melon,Medium,01/02/2011,333,333,333,73
Karnataka,Mysore,Hunsur,Water Melon,Water Melon,Medium,05/04/2011,235,235,235,73
Karnataka,Mysore,Hunsur,Water Melon,Water Melon,Medium,27/07/2011,200,200,200,73
Karnataka,Mysore,Hunsur,Water Melon,Water Melon,Medium,30/07/2011,222,222,222,73
Karnataka,Mysore,Hunsur,Water Melon,Water Melon,Medium,17/08/2011,415,415,415,73
Karnataka,Mysore,Hunsur,Water Melon,Water Melon,Medium,21/08/2011,1330,1330,1330,73
Karnataka,Mysore,Hunsur,Water Melon,Water Melon,Medium,25/08/2011,1000,1000,1000,73
Karnataka,Mysore,Hunsur,Water Melon,Water Melon,Medium,29/08/2011,887,887,887,73
Karnataka,Mysore,Hunsur,Water Melon,Water Melon,Medium,13/12/2011,500,500,500,73
Karnataka,Mysore,K.R.Nagar,Water Melon,Water Melon,Medium,09/08/2011,1000,1000,1000,73
Karnataka,Mysore,K.R.Nagar,Water Melon,Water Melon,Medium,22/08/2011,1000,1000,1000,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,19/01/2011,600,800,700,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,02/02/2011,500,600,550,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,09/02/2011,500,600,550,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,28/02/2011,300,400,350,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,04/05/2011,500,700,600,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,16/08/2011,400,500,450,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,22/08/2011,300,400,350,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,31/10/2011,700,900,800,73
Karnataka,Mysore,Piriya Pattana,Water Melon,Water Melon,FAQ,02/01/2011,300,300,300,73
Karnataka,Mysore,Piriya Pattana,Water Melon,Water Melon,FAQ,04/08/2011,167,167,167,73
Karnataka,Mysore,Piriya Pattana,Water Melon,Water Melon,FAQ,11/08/2011,1000,1000,1000,73
Karnataka,Mysore,Piriya Pattana,Water Melon,Water Melon,FAQ,16/08/2011,250,832,260,73
Karnataka,Mysore,Piriya Pattana,Water Melon,Water Melon,FAQ,17/08/2011,250,250,250,73
Karnataka,Mysore,Piriya Pattana,Water Melon,Water Melon,FAQ,25/08/2011,300,500,400,73
Karnataka,Mysore,Piriya Pattana,Water Melon,Water Melon,FAQ,21/10/2011,200,400,300,73
Karnataka,Mysore,Piriya Pattana,Water Melon,Water Melon,FAQ,14/11/2011,200,200,200,73
Karnataka,Mysore,Piriya Pattana,Water Melon,Water Melon,FAQ,30/11/2011,200,200,200,73
Karnataka,Mysore,Santhesargur,Water Melon,Water Melon,FAQ,09/08/2011,250,250,250,73
Karnataka,Mysore,Santhesargur,Water Melon,Water Melon,FAQ,19/08/2011,300,300,300,73
Karnataka,Mysore,Hunsur,Water Melon,Water Melon,Medium,19/12/2007,200,200,200,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,08/01/2007,350,450,400,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,09/01/2007,300,400,350,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,11/01/2007,350,450,400,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,17/03/2007,400,550,500,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,19/03/2007,400,500,480,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,24/03/2007,300,450,400,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,30/05/2007,300,450,400,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,01/10/2007,400,500,450,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,02/10/2007,300,400,350,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,11/10/2007,400,500,450,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,18/10/2007,250,350,300,73
